iter	MAPE	RMSE	R2	MAE
72	0.02018796637	0.3738043596	0.8738376729	0.2684529964
73	0.02012478866	0.3723767329	0.8747995063	0.2676132041
74	0.02005506312	0.37102835	0.8757045712	0.2666733634
75	0.02000091521	0.369761621	0.8765518372	0.2659514023
76	0.01993311267	0.3683970246	0.8774613208	0.2650774592
77	0.01986810086	0.3670232103	0.8783735513	0.264207708
78	0.01980553617	0.3657176755	0.879237285	0.2633954234
79	0.01976147494	0.3647078523	0.8799032666	0.2628362029
80	0.0196826255	0.3633560904	0.8807918756	0.2617905009
81	0.01960799226	0.3619767917	0.8816951853	0.2607695153
82	0.0195496469	0.3607952078	0.8824662784	0.2599893054
83	0.01948715119	0.3596014223	0.8832427739	0.2591252611
84	0.01943154164	0.3584282725	0.8840033398	0.2583944805
85	0.01938124489	0.3575107393	0.8845964547	0.2577336831
86	0.01934026293	0.3565633832	0.8852072525	0.2572110185
87	0.01929286969	0.3555862141	0.885835574	0.2565510239
88	0.01924739777	0.3547384343	0.886379301	0.2559431111
89	0.01920554594	0.3538570564	0.8869432002	0.2553713708
90	0.01916881691	0.3529915001	0.8874956117	0.2548812863
91	0.01912343287	0.3521789061	0.8880129905	0.2542630933
92	0.01908557863	0.3513996714	0.8885080095	0.2537424347
93	0.01903910609	0.3504700264	0.8890971443	0.2530930136
94	0.01899783121	0.349467901	0.8897304633	0.2525120884
95	0.01894566752	0.3485176496	0.8903293241	0.2518095303
96	0.01891248932	0.3478587376	0.8907436217	0.2513517067
97	0.01886099009	0.3468046833	0.8914047388	0.250642706
98	0.01882798483	0.3461780087	0.8917968466	0.2502257619
99	0.01878817225	0.3454753346	0.8922356635	0.2497001253
100	0.01875066	0.3447865663	0.8926649311	0.2492053314
101	0.01871167496	0.3440957369	0.8930946226	0.2486862419
102	0.0186766383	0.3432707619	0.8936066228	0.2482158781
103	0.01863208557	0.3424760015	0.8940987087	0.2476361556
104	0.01859976749	0.3419023142	0.8944532056	0.2472196793
105	0.01857253689	0.3413499442	0.8947939684	0.2468744157
106	0.01854401651	0.3408543077	0.8950992627	0.2465088149
107	0.01851548738	0.3402347052	0.8954802917	0.2461442491
108	0.0184914889	0.3397531047	0.8957759765	0.245801197
109	0.018467347	0.339285043	0.8960629476	0.245492493
110	0.01843602668	0.3385354322	0.8965217139	0.2450591246
111	0.01841161253	0.3380292319	0.8968309375	0.2447459237
112	0.01838611734	0.3375455246	0.8971259885	0.2444104164
113	0.0183561578	0.3369240051	0.8975044816	0.2440189936
114	0.01831873016	0.3362534521	0.897912053	0.2434906252
115	0.01828746791	0.335666284	0.8982682751	0.2430764285
116	0.01826608335	0.3352218894	0.8985374656	0.2427720096
117	0.01824006884	0.3347050727	0.8988500772	0.2424251619
118	0.01820039624	0.3339339199	0.8993156344	0.2418875754
119	0.01817321899	0.3334123092	0.8996299303	0.2415447834
120	0.01814526404	0.3328370665	0.8999759724	0.2411732344
121	0.01812431148	0.3324114416	0.9002316259	0.2409113242
122	0.0180995836	0.3317464451	0.9006304044	0.2405650882
123	0.01808166794	0.331407591	0.9008332979	0.2403317471
124	0.01805261632	0.3308010109	0.9011959782	0.2399388607
125	0.01803908944	0.3305025031	0.901374215	0.2397645387
126	0.01800575533	0.3298102421	0.9017869398	0.239335449
127	0.01797110652	0.3290971603	0.902211173	0.2388664027
128	0.01795584038	0.3287214239	0.9024343402	0.2386583503
129	0.01793487144	0.3283274061	0.9026680918	0.2383899672
130	0.01791775564	0.3279852002	0.9028708783	0.2381667659
131	0.01789786277	0.3276321304	0.903079881	0.2379059427
132	0.0178738984	0.3271949621	0.9033383547	0.2375943128
133	0.01784617423	0.3266637515	0.9036519659	0.2372412072
134	0.01782149244	0.3261304224	0.9039663152	0.2369272796
135	0.01779506218	0.3256446792	0.90425217	0.2365620945
136	0.01777230121	0.325200413	0.904513243	0.2362477382
137	0.01774459643	0.3245614393	0.9048881108	0.2358710596
138	0.01772916328	0.3242429903	0.9050746605	0.2356762989
139	0.01770380427	0.3237734399	0.9053493925	0.235318492
140	0.01768807838	0.3234783239	0.9055218599	0.2351106818
141	0.01766250625	0.3229061951	0.905855767	0.2347544234
142	0.01763264654	0.3222768055	0.9062224101	0.2343385332
143	0.01761942844	0.3219808501	0.9063945679	0.2341670942
144	0.01758775294	0.321333579	0.9067705356	0.2337357102
145	0.01757507863	0.3210598683	0.9069292929	0.2335654681
146	0.01755094782	0.3206497493	0.9071669164	0.2332488965
147	0.01752630878	0.3200997671	0.9074851001	0.2329093624
148	0.01751067834	0.3198076562	0.9076538742	0.2326979538
149	0.01748560822	0.3193932376	0.9078930502	0.232365327
150	0.01746347701	0.3189509789	0.9081479517	0.2320780328
151	0.01742713906	0.3183231565	0.9085091985	0.2315759586
152	0.01740753797	0.3179994962	0.9086951535	0.2313200677
153	0.01739310027	0.3176915036	0.9088719311	0.2311160453
154	0.0173769888	0.3174009744	0.9090385283	0.2309002318
155	0.01734412367	0.3168950381	0.9093282819	0.2304659074
156	0.01732841355	0.3165224389	0.9095413767	0.2302487907
157	0.01730480544	0.3161477511	0.9097554133	0.2299331308
158	0.01728305908	0.3158309414	0.9099361897	0.2296390453
159	0.01726759989	0.3155189839	0.9101140203	0.2294299394
160	0.01724437922	0.3151189264	0.9103418149	0.2291212075
161	0.01723137376	0.3149075894	0.9104620346	0.2289514366
162	0.01721216247	0.3145836872	0.9106461306	0.2286934573
163	0.01718884065	0.3142131588	0.9108564953	0.2283940465
164	0.01716614601	0.3138378783	0.9110693053	0.2280879314
165	0.01713945831	0.3133431734	0.9113494485	0.2277270035
166	0.0171231608	0.3130488786	0.9115158931	0.2275152423
167	0.01710999185	0.3128324768	0.9116381839	0.2273347976
168	0.01709274118	0.3125348119	0.9118062592	0.2271143469
169	0.01707075743	0.3121445205	0.9120263932	0.2268201275
170	0.01705093242	0.3118335866	0.9122015707	0.2265667431
171	0.01703105766	0.3115505905	0.9123608565	0.226298723
172	0.01701386434	0.3112769591	0.9125147339	0.2260716357
173	0.01699570746	0.3109571449	0.9126944109	0.2258522839
174	0.0169725088	0.3106033088	0.9128929868	0.2255614609
175	0.01695916286	0.3103282525	0.9130471946	0.2253785151
176	0.01694026401	0.3100080772	0.9132265258	0.2251147271
177	0.01692314612	0.309672493	0.913414289	0.2248912257
178	0.01690634133	0.3093190285	0.9136118364	0.2246753709
179	0.01689514697	0.3090489007	0.9137626558	0.2245224848
180	0.01688079852	0.3088252426	0.9138874303	0.2243358206
181	0.01686184915	0.3084633152	0.9140891511	0.2240750212
182	0.01685036622	0.3082242624	0.9142222578	0.2239299736
183	0.01683060409	0.3079435353	0.9143784374	0.2236600394
184	0.01682234489	0.3077661448	0.9144770534	0.2235501344
185	0.01681035224	0.3075548885	0.9145944221	0.2233994418
186	0.01679338007	0.3073104226	0.9147301407	0.2231757242
187	0.0167806188	0.3070440288	0.9148779099	0.2229945811
188	0.01676149332	0.3066963739	0.9150705622	0.2227623825
189	0.01674133687	0.3062724199	0.9153052	0.2224898942
190	0.01671766984	0.3059142955	0.9155031515	0.2221949702
191	0.01669829468	0.3056426045	0.9156531728	0.2219300254
192	0.0166674001	0.3051297337	0.9159360047	0.2215107782
193	0.01664922334	0.3047957923	0.9161199074	0.2212727172
194	0.01662678079	0.3044583183	0.9163055508	0.2209813497
195	0.01661772765	0.3042698486	0.916409138	0.2208629068
196	0.01660163702	0.3040244944	0.9165438941	0.2206531421
197	0.01658951047	0.3036738222	0.9167363053	0.2204852073
198	0.01657765609	0.3034467282	0.9168607916	0.2203188947
199	0.01656811079	0.3032422241	0.916972815	0.2201910909
200	0.01655589424	0.3029886184	0.9171116305	0.2200277245
201	0.01654405977	0.3027821088	0.9172245814	0.2198697086
202	0.01653328481	0.3025288929	0.9173629733	0.2197202069
203	0.01652491214	0.3023877387	0.917440069	0.219608125
204	0.01651568989	0.3021983507	0.9175434525	0.2194880757
205	0.01650484279	0.302013624	0.9176442292	0.2193371169
206	0.01649541281	0.3018398299	0.9177389854	0.2192039858
207	0.01647796491	0.301592662	0.9178736526	0.2189735462
208	0.01646185525	0.3012825159	0.9180424768	0.2187469514
209	0.01644902744	0.3010109783	0.9181901423	0.2185553296
210	0.01642569005	0.300686981	0.9183661618	0.2182443171
211	0.01641711877	0.3005502653	0.9184403791	0.2181318143
212	0.01639651818	0.3002449213	0.9186060159	0.2178668682
213	0.01638666844	0.3000054105	0.918735823	0.2177291476
214	0.01637561856	0.2998396225	0.9188256141	0.2175814855
215	0.01636254008	0.2996491675	0.9189287036	0.2174005751
216	0.01634781552	0.2993200791	0.9191066782	0.2172086535
217	0.01633093735	0.2990812395	0.9192357228	0.2169802334
218	0.01631082296	0.298753133	0.9194128302	0.2167143072
219	0.01629591735	0.2985357495	0.9195300638	0.216511674
220	0.01627706414	0.2981759233	0.9197239283	0.216248063
221	0.01626333328	0.2978991306	0.9198728975	0.2160579808
222	0.01625452528	0.2977391246	0.9199589493	0.2159369719
223	0.01623976514	0.2974982932	0.9200883821	0.215751887
224	0.01622963163	0.2973599374	0.9201626928	0.215619655
225	0.01621363571	0.2970527811	0.9203275427	0.2154197882
226	0.01620646952	0.2968841763	0.9204179599	0.21531966
227	0.01619354683	0.2966623581	0.9205368356	0.2151544905
228	0.0161760954	0.2963456093	0.9207064319	0.2149151105
229	0.0161597688	0.2960688681	0.9208544587	0.2146962118
230	0.01614665754	0.2958606414	0.9209657465	0.2145092521
231	0.01613698132	0.2957185282	0.9210416546	0.2143796421
232	0.01612998367	0.2955726326	0.9211195451	0.2142886388
233	0.01611662726	0.2953703347	0.921227484	0.2141090287
234	0.0161045451	0.2951445787	0.921347852	0.2139493377
235	0.01609190655	0.2949583327	0.9214470849	0.2137836709
236	0.01608115751	0.2946900635	0.9215899101	0.2136313552
237	0.01606576198	0.2944111798	0.9217382487	0.2134130212
238	0.01604996436	0.2941641523	0.9218695256	0.2131961869
239	0.01603657567	0.2939702024	0.9219725185	0.2130174718
240	0.01602329014	0.2937736356	0.9220768316	0.2128480416
241	0.01600450089	0.2934368439	0.9222553965	0.2125960772
242	0.0159857245	0.2931678454	0.9223978708	0.2123465693
243	0.01597550039	0.2930000148	0.9224866955	0.2122129631
244	0.01596196912	0.2927526766	0.9226175072	0.2120283738
245	0.01594757961	0.292523086	0.9227388337	0.2118348236
246	0.01593797263	0.2923744384	0.9228173354	0.2117004072
247	0.01591710591	0.2920440365	0.9229916795	0.2114434164
248	0.01590047943	0.2917608658	0.9231409442	0.2112423945
249	0.01588227956	0.291442574	0.923308549	0.2109804577
250	0.01587728058	0.2913563088	0.9233539426	0.2109157509
251	0.01586507036	0.2911518636	0.9234614703	0.2107535414
252	0.01584771376	0.2909171919	0.9235848024	0.2105199658
253	0.01583048994	0.2905660754	0.9237691465	0.2102810887
254	0.01582166434	0.2903857553	0.9238637322	0.2101601
255	0.01580340006	0.2900608156	0.9240340288	0.2099072364
256	0.01578606875	0.2898231051	0.924158489	0.2096742336
257	0.01577393973	0.2896090736	0.924270464	0.2095074792
258	0.0157613492	0.2894072254	0.9243759894	0.2093443298
259	0.01575401073	0.2892841835	0.924440279	0.2092364465
260	0.01574479917	0.2890725024	0.9245508188	0.2091071256
261	0.01573742756	0.2889112326	0.9246349796	0.2090067208
262	0.01572342462	0.2886854122	0.924752748	0.2088258225
263	0.01570773527	0.288412982	0.9248947015	0.2086133345
264	0.01569316335	0.2882135308	0.9249985433	0.2084240042
265	0.01568038664	0.2879885336	0.9251155991	0.2082467611
266	0.01566941087	0.2878528504	0.9251861447	0.2081097188
267	0.01566055854	0.2876478851	0.925292649	0.2079900318
268	0.01564067578	0.2873617536	0.9254412021	0.207742919
269	0.015629107	0.2871857442	0.9255325088	0.2075916994
270	0.01561419174	0.2868953584	0.9256830272	0.2073991116
271	0.01560285386	0.2867270786	0.9257701836	0.2072463063
272	0.01559545549	0.2865599033	0.9258567173	0.207146028
273	0.01558410741	0.2863402839	0.9259703205	0.2069867332
274	0.01557757369	0.2862160086	0.9260345661	0.2069016118
275	0.01556522009	0.2859546697	0.9261695776	0.2067321027
276	0.01555983009	0.2858557115	0.9262206687	0.2066607711
277	0.01554822618	0.2856622128	0.9263205188	0.2065108141
278	0.01554396683	0.2855678191	0.9263692039	0.2064596246
279	0.01552698879	0.2852613764	0.9265271454	0.2062082275
280	0.01550762284	0.2850069133	0.9266581676	0.2059478688
281	0.01549013163	0.2847747625	0.9267775993	0.2057127633
282	0.01548054485	0.2846125071	0.9268610151	0.2055877722
283	0.01546721093	0.2843793261	0.9269808105	0.2054284505
284	0.01545767412	0.284153731	0.9270966152	0.2052998982
285	0.0154462853	0.2840120265	0.9271693094	0.205147442
286	0.01542966457	0.2837601205	0.9272984472	0.2049389372
287	0.01541623957	0.2835674953	0.9273971179	0.20475559
288	0.0154059082	0.2833799938	0.9274930996	0.2046294397
289	0.01539422531	0.2831794473	0.9275956888	0.2044899109
290	0.01538932923	0.2830689775	0.9276521684	0.2044315249
291	0.01537502566	0.282834687	0.9277718805	0.2042318966
292	0.01536489265	0.2826846591	0.9278484861	0.2040890019
293	0.0153468205	0.282440037	0.9279733052	0.2038437723
294	0.01533710734	0.2822184359	0.9280862844	0.2037039284
295	0.01532068869	0.281988116	0.9282036148	0.203498073
296	0.01530753576	0.2818003698	0.9282991863	0.2033228578
297	0.01529436512	0.281571187	0.9284157647	0.2031400155
298	0.01528911887	0.2814533611	0.9284756622	0.2030684502
299	0.01527870342	0.281277422	0.9285650553	0.2029243135
300	0.0152673512	0.281082183	0.9286641891	0.202766582
301	0.0152505885	0.2808569488	0.9287784676	0.2025390216
302	0.01523940517	0.280623064	0.9288970383	0.2023788105
303	0.01522903376	0.2804583415	0.928980487	0.2022374753
304	0.01521782308	0.2802867764	0.9290673501	0.2020871067
305	0.01520267886	0.2800966549	0.9291635462	0.2018878211
306	0.01518680102	0.2798830628	0.9292715399	0.2016818158
307	0.01517736183	0.2797369367	0.9293453749	0.2015557759
308	0.01516969076	0.2795982927	0.9294153936	0.201447498
309	0.01515779006	0.2794455568	0.9294924889	0.2012842373
310	0.01514806279	0.2793088453	0.92956146	0.2011470524
311	0.01514002108	0.2791943836	0.9296191801	0.2010401524
312	0.01513096052	0.279067157	0.9296833094	0.2009124637
313	0.01511648787	0.2788738562	0.9297806878	0.2007165164
314	0.01511009405	0.2787838059	0.9298260291	0.2006336295
315	0.01510404198	0.2786740448	0.9298812752	0.2005531371
316	0.01509180216	0.2784567311	0.9299905916	0.2003882195
317	0.01508509774	0.2782886974	0.9300750599	0.2003005864
318	0.01508009406	0.2782036334	0.9301178011	0.2002338048
319	0.01507359753	0.2780450416	0.930197452	0.2001438701
320	0.01506297622	0.2778693627	0.9302856316	0.1999959362
321	0.01504958049	0.2776819249	0.9303796521	0.1998283966
322	0.015044978	0.2776049694	0.9304182353	0.1997649148
323	0.01503745264	0.2774439059	0.9304989531	0.1996611535
324	0.01502598408	0.2772882203	0.9305769312	0.1995115033
325	0.01502068574	0.2772041444	0.930619024	0.199440167
326	0.01501175571	0.2770775262	0.9306823917	0.1993229667
327	0.01500392198	0.2769466874	0.9307478411	0.1992184093
328	0.01499816136	0.276819359	0.930811505	0.1991447234
329	0.01499114018	0.2767254287	0.9308584511	0.1990534645
330	0.01497792977	0.2765514837	0.9309453462	0.1988743207
331	0.01496690761	0.2763926718	0.9310246338	0.1987250237
332	0.01495793212	0.276261791	0.9310899424	0.1985986091
333	0.014954222	0.2761839881	0.9311287509	0.1985486484
334	0.01494840815	0.2760597484	0.9311906996	0.1984720238
335	0.01494437636	0.2759743726	0.9312332537	0.1984174437
336	0.01493194168	0.2757703805	0.9313348768	0.198251005
337	0.01492342864	0.2756483407	0.9313956376	0.1981311972
338	0.01491929842	0.2755491237	0.9314450157	0.1980726794
339	0.01491368509	0.2754522095	0.9314932306	0.197998786
340	0.01490474365	0.2753026106	0.9315676229	0.1978677328
341	0.01489534091	0.2751769585	0.9316300757	0.1977355639
342	0.01488613153	0.2750193127	0.93170839	0.1976116514
343	0.01487643268	0.2748859024	0.9317746296	0.1974854238
344	0.01486747239	0.2747490112	0.9318425642	0.1973647789
345	0.01485494641	0.2745872356	0.9319228045	0.1971901913
346	0.01484477254	0.2744412439	0.9319951753	0.197054752
347	0.01483699549	0.2742881737	0.9320710139	0.1969434286
348	0.01482750458	0.2741627035	0.9321331465	0.1968241369
349	0.01481522462	0.27398526	0.9322209676	0.1966714811
350	0.01481303079	0.2739295416	0.9322485322	0.1966426867
351	0.01480451883	0.2737965956	0.9323142798	0.1965268956
352	0.01479846781	0.2736741178	0.9323748221	0.196448974
353	0.01479257929	0.2735590497	0.9324316771	0.1963692243
354	0.01478847767	0.2734811018	0.9324701774	0.1963154189
355	0.01478471083	0.2733876251	0.9325163333	0.1962636029
356	0.01477991723	0.273300703	0.9325592386	0.1961996619
357	0.01477614916	0.2732268133	0.9325957003	0.1961465217
358	0.0147671297	0.2730596098	0.9326781724	0.1960357219
359	0.01476407471	0.2729966334	0.932709222	0.1959953247
360	0.01475915744	0.272896948	0.9327583558	0.1959261993
361	0.01474867352	0.272748304	0.9328315875	0.1957858121
362	0.01473902201	0.2726262723	0.9328916783	0.1956550834
363	0.01472880618	0.272411955	0.9329971474	0.1955054771
364	0.01472275493	0.2723025987	0.9330509315	0.1954214223
365	0.01471622566	0.2721889268	0.9331068152	0.1953304037
366	0.01470938756	0.2720652489	0.9331675916	0.1952321082
367	0.01469825639	0.2719209086	0.9332384867	0.1950768817
368	0.01469044581	0.2717709637	0.9333120948	0.1949825525
369	0.0146818152	0.271657795	0.9333676225	0.1948665457
370	0.01467814763	0.271550475	0.9334202591	0.1948182079
371	0.0146733181	0.2714480339	0.9334704834	0.1947542584
372	0.0146662115	0.2713230316	0.9335317433	0.1946682616
373	0.01465813301	0.2711240261	0.9336292115	0.1945537862
374	0.01465107437	0.2710200845	0.9336800913	0.1944569377
375	0.0146441438	0.2709213696	0.9337283945	0.1943617208
376	0.01463770318	0.2707988192	0.9337883365	0.1942748426
377	0.01462972475	0.2706319178	0.9338699278	0.1941669084
378	0.0146214549	0.2705211049	0.9339240719	0.1940600458
379	0.01461461337	0.2704225873	0.9339721898	0.1939590761
380	0.01460718664	0.2703161827	0.9340241402	0.1938670383
381	0.01460112788	0.2702245195	0.9340688769	0.1937840982
382	0.01459356782	0.2700834418	0.9341377011	0.1936793795
383	0.01459013736	0.2699845539	0.9341859217	0.1936338668
384	0.01458318476	0.2698418831	0.934255461	0.1935382788
385	0.0145765295	0.2697203601	0.9343146636	0.1934505915
386	0.01457308512	0.2696359372	0.9343557764	0.1934064175
387	0.01456451138	0.2695063746	0.9344188466	0.1932989076
388	0.01455480595	0.2693791619	0.9344807433	0.1931637129
389	0.01454761225	0.2692417147	0.9345475869	0.193076809
390	0.01454202293	0.2691577039	0.9345884265	0.1930003776
391	0.01453438559	0.2690574044	0.9346371676	0.1929043548
392	0.01452613647	0.2689180515	0.9347048568	0.1928031362
393	0.01451873822	0.2687385672	0.9347919878	0.1926984245
394	0.0145136101	0.2686425726	0.9348385646	0.1926243662
395	0.01450871016	0.2685239006	0.9348961216	0.1925581045
396	0.01449871956	0.2683723429	0.9349695915	0.1924354254
397	0.01448478757	0.2680877481	0.935107441	0.1922418291
398	0.01448137494	0.2680092151	0.9351454544	0.1921972556
399	0.01447500201	0.2679316511	0.9351829878	0.1921123357
400	0.01446979373	0.267852355	0.9352213482	0.1920379896
401	0.01446227391	0.2677277623	0.9352815983	0.191945758
402	0.0144568623	0.2676268996	0.9353303527	0.1918743837
403	0.01445174988	0.2675248524	0.9353796608	0.1918050577
404	0.01444580411	0.2674284785	0.9354262105	0.1917223712
405	0.01444190159	0.2673389074	0.9354694592	0.1916661492
406	0.01443703989	0.2672652704	0.9355050035	0.1915967818
407	0.01442813936	0.2671588866	0.9355563372	0.1914770748
408	0.01441875522	0.2670304102	0.935618304	0.1913478578
409	0.01441232649	0.266927261	0.9356680335	0.1912593848
410	0.01439940627	0.2666660232	0.9357938934	0.1910799531
411	0.01439186946	0.2665334409	0.9358577221	0.1909839291
412	0.01438101055	0.2663606685	0.9359408518	0.1908440731
413	0.01437663967	0.2662848961	0.9359772928	0.1907848368
414	0.01437407004	0.2662244915	0.9360063356	0.1907526749
415	0.01436800059	0.2661082516	0.9360622057	0.1906679813
416	0.01436153056	0.2660128157	0.9361080582	0.1905840314
417	0.01434927248	0.2657665481	0.9362263024	0.1904126308
418	0.01434656122	0.2657008643	0.9362578217	0.1903756378
419	0.014336228	0.2654748019	0.9363662411	0.1902291474
420	0.01433197272	0.2654085711	0.936397988	0.1901676924
421	0.01432579942	0.2653240894	0.9364384716	0.1900805084
422	0.01431944137	0.2652243124	0.9364862682	0.1899943277
423	0.01431496818	0.2651528337	0.9365204978	0.189933451
424	0.01431081231	0.2650951898	0.9365480955	0.1898776568
425	0.01429865124	0.2648659891	0.9366577688	0.1897119827
426	0.01429206467	0.2647635961	0.9367067336	0.1896225225
427	0.01428926754	0.2646871378	0.9367432839	0.1895842887
428	0.01428511372	0.2646311743	0.9367700302	0.18952769
429	0.01427881799	0.2645353031	0.936815836	0.1894450861
430	0.01426775001	0.2643305	0.9369136325	0.1892912383
431	0.01426168751	0.2642149561	0.9369687729	0.1892187254
432	0.01425511884	0.2641119856	0.9370178927	0.1891343362
433	0.0142512176	0.26403756	0.9370533839	0.1890826232
434	0.01424867426	0.2639854444	0.9370782302	0.1890493428
435	0.01424525917	0.2639249533	0.9371070633	0.1890021973
436	0.01423856382	0.2638074239	0.937163065	0.188915274
437	0.01422950402	0.2636688792	0.9372290483	0.1888039828
438	0.01422113568	0.2635492145	0.9372860119	0.1886970135
439	0.01421536778	0.2634712564	0.9373231081	0.1886153911
440	0.01421025829	0.2634047137	0.9373547637	0.1885432628
441	0.01420261705	0.2632709969	0.937418351	0.1884430472
442	0.01419218501	0.2630809863	0.9375086525	0.1882980742
443	0.0141870648	0.2630032437	0.9375455804	0.1882288727
444	0.01418226294	0.2629018551	0.9375937239	0.1881632401
445	0.01417478233	0.2627424493	0.9376693788	0.1880612232
446	0.01416617275	0.2626022149	0.9377358969	0.1879579495
447	0.01416229677	0.2625350882	0.9377677249	0.1879027982
448	0.01415654214	0.2624490996	0.9378084843	0.1878197629
449	0.01415319671	0.2623974357	0.9378329671	0.1877717807
450	0.01414964219	0.2623371069	0.9378615499	0.1877233088
451	0.01414482683	0.2622687624	0.9378939225	0.1876592071
452	0.01414266157	0.2622216825	0.9379162179	0.1876272695
453	0.01413583202	0.2621322078	0.9379585788	0.1875330869
454	0.01412753481	0.2620099075	0.9380164573	0.1874251705
455	0.01412048234	0.2618878904	0.9380741749	0.1873292201
456	0.01411729966	0.2618339688	0.9380996729	0.1872843651
457	0.01411242015	0.2617705971	0.9381296327	0.18721828
458	0.01411006753	0.2617121338	0.9381572656	0.1871864942
459	0.01410420129	0.2616278178	0.9381971071	0.1871153526
460	0.01409569694	0.2614576984	0.9382774536	0.1869954972
461	0.01409033833	0.2613815344	0.9383134086	0.1869245635
462	0.01408525592	0.2612833071	0.9383597636	0.1868574908
463	0.01407874872	0.2611913145	0.9384031605	0.1867676785
464	0.01407602702	0.2611339131	0.9384302316	0.1867313919
465	0.01407405132	0.2610914156	0.9384502699	0.1867036403
466	0.0140675336	0.2609795389	0.9385030063	0.1866148779
467	0.01406205637	0.2608950107	0.9385428361	0.1865443376
468	0.01405999839	0.2608487814	0.938564614	0.1865192389
