iter	Passed	Remaining
1691	6493	12695
1692	6497	12692
1693	6501	12687
1694	6505	12683
1695	6508	12679
1696	6512	12675
1697	6516	12671
1698	6520	12668
1699	6524	12664
1700	6528	12661
1701	6532	12657
1702	6536	12654
1703	6540	12650
1704	6543	12646
1705	6547	12642
1706	6551	12638
1707	6555	12635
1708	6559	12631
1709	6563	12627
1710	6567	12623
1711	6571	12620
1712	6574	12616
1713	6578	12612
1714	6582	12609
1715	6586	12604
1716	6589	12600
1717	6594	12598
1718	6598	12594
1719	6602	12590
1720	6607	12588
1721	6610	12584
1722	6614	12581
1723	6618	12577
1724	6622	12574
1725	6627	12570
1726	6631	12567
1727	6635	12563
1728	6641	12563
1729	6645	12560
1730	6650	12558
1731	6654	12555
1732	6659	12554
1733	6664	12551
1734	6668	12549
1735	6673	12547
1736	6677	12543
1737	6681	12539
1738	6685	12536
1739	6690	12534
1740	6694	12532
1741	6699	12529
1742	6704	12527
1743	6709	12526
1744	6713	12523
1745	6718	12521
1746	6722	12518
1747	6726	12514
1748	6731	12511
1749	6735	12507
1750	6748	12522
1751	6763	12538
1752	6767	12534
1753	6772	12532
1754	6775	12528
1755	6780	12525
1756	6785	12525
1757	6790	12522
1758	6794	12519
1759	6799	12516
1760	6803	12514
1761	6807	12510
1762	6813	12509
1763	6818	12508
1764	6822	12503
1765	6826	12500
1766	6830	12497
1767	6834	12493
1768	6838	12490
1769	6842	12487
1770	6846	12483
1771	6851	12481
1772	6856	12478
1773	6859	12474
1774	6864	12471
1775	6869	12469
1776	6872	12465
1777	6876	12461
1778	6881	12460
1779	6886	12458
1780	6890	12454
1781	6896	12453
1782	6901	12451
1783	6905	12449
1784	6910	12446
1785	6916	12446
1786	6920	12443
1787	6925	12441
1788	6930	12438
1789	6935	12436
1790	6939	12433
1791	6943	12430
1792	6948	12428
1793	6952	12425
1794	6956	12420
1795	6961	12419
1796	6966	12417
1797	6970	12413
1798	6974	12408
1799	6978	12405
1800	6981	12401
1801	6985	12397
1802	6989	12394
1803	6994	12391
1804	6999	12388
1805	7002	12384
1806	7006	12381
1807	7010	12376
1808	7014	12373
1809	7018	12370
1810	7023	12366
1811	7027	12363
1812	7031	12360
1813	7035	12356
1814	7039	12352
1815	7044	12350
1816	7048	12347
1817	7052	12343
1818	7056	12339
1819	7060	12336
1820	7065	12334
1821	7070	12332
1822	7074	12329
1823	7078	12325
1824	7082	12321
1825	7086	12317
1826	7090	12314
1827	7095	12312
1828	7099	12309
1829	7103	12305
1830	7108	12303
1831	7112	12299
1832	7116	12295
1833	7119	12290
1834	7124	12287
1835	7128	12283
1836	7131	12279
1837	7135	12274
1838	7139	12271
1839	7143	12268
1840	7147	12264
1841	7151	12260
1842	7155	12257
1843	7160	12254
1844	7164	12251
1845	7169	12248
1846	7173	12245
1847	7177	12242
1848	7181	12237
1849	7185	12234
1850	7189	12230
1851	7193	12227
1852	7196	12222
1853	7200	12218
1854	7204	12214
1855	7207	12209
1856	7211	12205
1857	7215	12201
1858	7218	12197
1859	7222	12192
1860	7226	12188
1861	7230	12184
1862	7234	12181
1863	7238	12177
1864	7241	12173
1865	7245	12168
1866	7248	12163
1867	7252	12159
1868	7255	12154
1869	7259	12150
1870	7262	12146
1871	7266	12141
1872	7270	12138
1873	7274	12135
1874	7278	12130
1875	7282	12127
1876	7286	12123
1877	7290	12119
1878	7293	12115
1879	7297	12111
1880	7301	12106
1881	7305	12102
1882	7308	12098
1883	7312	12094
1884	7316	12090
1885	7321	12087
1886	7324	12083
1887	7328	12080
1888	7333	12077
1889	7337	12073
1890	7341	12069
1891	7345	12067
1892	7349	12063
1893	7354	12060
1894	7358	12056
1895	7361	12052
1896	7366	12049
1897	7370	12045
1898	7373	12041
1899	7377	12037
1900	7381	12033
1901	7385	12029
1902	7388	12024
1903	7392	12020
1904	7396	12016
1905	7399	12011
1906	7403	12008
1907	7407	12003
1908	7410	11999
1909	7414	11995
1910	7418	11991
1911	7422	11987
1912	7426	11984
1913	7430	11979
1914	7434	11976
1915	7437	11972
1916	7441	11968
1917	7446	11965
1918	7450	11961
1919	7454	11957
1920	7458	11954
1921	7462	11951
1922	7466	11947
1923	7470	11943
1924	7474	11939
1925	7478	11935
1926	7481	11931
1927	7486	11928
1928	7489	11924
1929	7493	11920
1930	7498	11917
1931	7502	11914
1932	7506	11910
1933	7511	11907
1934	7515	11903
1935	7519	11899
1936	7523	11897
1937	7528	11895
1938	7532	11891
1939	7536	11887
1940	7541	11884
1941	7546	11882
1942	7550	11879
1943	7556	11879
1944	7561	11876
1945	7566	11873
1946	7569	11869
1947	7574	11867
1948	7579	11864
1949	7583	11861
1950	7588	11858
1951	7593	11857
1952	7597	11854
1953	7602	11850
1954	7607	11849
1955	7612	11846
1956	7617	11844
1957	7621	11841
1958	7627	11840
1959	7632	11838
1960	7637	11835
1961	7641	11832
1962	7645	11828
1963	7649	11824
1964	7653	11820
1965	7657	11817
1966	7661	11813
1967	7665	11809
1968	7670	11807
1969	7674	11804
1970	7677	11799
1971	7681	11794
1972	7684	11789
1973	7687	11784
1974	7691	11780
1975	7694	11775
1976	7698	11771
1977	7702	11767
1978	7706	11763
1979	7710	11759
1980	7713	11755
1981	7717	11751
1982	7721	11748
1983	7725	11744
1984	7729	11740
1985	7733	11736
1986	7737	11732
1987	7741	11728
1988	7744	11724
1989	7748	11720
1990	7752	11716
1991	7756	11712
1992	7759	11707
1993	7763	11703
1994	7767	11699
1995	7770	11695
1996	7774	11691
1997	7777	11686
1998	7782	11682
1999	7786	11679
2000	7789	11675
2001	7793	11671
2002	7797	11666
2003	7801	11663
2004	7805	11659
2005	7808	11654
2006	7812	11650
2007	7816	11646
2008	7820	11643
2009	7824	11639
2010	7827	11634
2011	7831	11630
2012	7835	11626
2013	7839	11622
2014	7842	11618
2015	7846	11614
2016	7850	11609
2017	7853	11605
2018	7857	11600
2019	7860	11596
2020	7864	11592
2021	7868	11588
2022	7871	11583
2023	7875	11579
2024	7879	11575
2025	7882	11571
2026	7886	11566
2027	7889	11562
2028	7893	11557
2029	7896	11553
2030	7900	11549
2031	7904	11545
2032	7908	11541
2033	7912	11537
2034	7915	11533
2035	7919	11529
2036	7923	11524
2037	7926	11520
2038	7930	11516
2039	7933	11511
2040	7937	11507
2041	7940	11503
2042	7945	11499
2043	7948	11495
2044	7952	11491
2045	7956	11487
2046	7960	11483
2047	7964	11479
2048	7967	11475
2049	7971	11470
2050	7975	11466
2051	7978	11462
2052	7982	11458
2053	7985	11454
2054	7990	11450
2055	7995	11448
2056	7999	11445
2057	8003	11440
2058	8007	11437
2059	8011	11434
2060	8015	11429
2061	8019	11426
2062	8023	11422
2063	8027	11419
2064	8031	11415
2065	8035	11411
2066	8039	11407
2067	8042	11403
2068	8046	11399
2069	8050	11394
2070	8054	11391
2071	8059	11388
2072	8063	11384
2073	8067	11381
2074	8070	11377
2075	8075	11373
2076	8079	11370
2077	8083	11366
2078	8086	11362
2079	8090	11357
2080	8094	11353
2081	8097	11349
2082	8102	11346
2083	8106	11343
2084	8110	11339
2085	8114	11335
2086	8117	11330
2087	8121	11326
2088	8125	11322
2089	8128	11317
2090	8132	11313
2091	8136	11309
2092	8140	11306
2093	8143	11301
2094	8147	11297
2095	8151	11294
2096	8155	11289
2097	8159	11286
2098	8163	11282
2099	8167	11278
2100	8170	11273
2101	8173	11269
2102	8177	11265
2103	8181	11261
2104	8185	11256
2105	8189	11253
2106	8192	11248
2107	8196	11244
2108	8199	11240
2109	8204	11236
2110	8207	11232
2111	8211	11229
2112	8215	11225
2113	8219	11221
2114	8224	11218
2115	8227	11214
2116	8231	11210
2117	8236	11208
2118	8240	11204
2119	8246	11202
2120	8250	11198
2121	8255	11196
2122	8260	11193
2123	8264	11190
2124	8269	11188
2125	8273	11184
2126	8277	11181
2127	8283	11179
2128	8287	11176
2129	8292	11173
2130	8297	11170
2131	8303	11169
2132	8306	11165
2133	8311	11163
2134	8317	11161
2135	8322	11158
2136	8327	11156
2137	8331	11153
2138	8336	11150
2139	8340	11147
2140	8345	11143
2141	8349	11140
2142	8352	11135
2143	8356	11131
2144	8360	11127
2145	8364	11124
2146	8368	11120
2147	8372	11116
2148	8376	11112
2149	8380	11109
2150	8384	11105
2151	8387	11100
2152	8391	11096
2153	8395	11092
2154	8399	11088
2155	8402	11084
2156	8406	11079
2157	8410	11075
2158	8413	11071
2159	8417	11067
2160	8421	11063
2161	8425	11059
2162	8429	11055
2163	8432	11051
2164	8436	11047
2165	8440	11044
2166	8445	11040
2167	8448	11036
2168	8452	11032
2169	8456	11028
2170	8460	11024
2171	8464	11020
2172	8468	11016
2173	8471	11012
2174	8475	11008
2175	8478	11003
2176	8482	10999
2177	8486	10995
2178	8490	10991
2179	8493	10987
2180	8498	10983
2181	8501	10979
2182	8505	10975
2183	8509	10972
2184	8513	10968
2185	8517	10963
2186	8520	10959
2187	8524	10956
2188	8528	10951
2189	8531	10947
2190	8535	10943
2191	8539	10939
2192	8543	10935
2193	8547	10931
2194	8551	10927
2195	8554	10923
2196	8558	10919
2197	8562	10915
2198	8565	10910
2199	8569	10906
2200	8573	10903
2201	8577	10899
2202	8580	10894
2203	8584	10890
2204	8588	10886
2205	8592	10882
2206	8596	10879
2207	8600	10875
2208	8604	10871
2209	8608	10867
2210	8612	10863
2211	8615	10859
2212	8619	10855
2213	8623	10851
2214	8627	10847
2215	8631	10843
2216	8635	10839
2217	8639	10836
2218	8642	10831
2219	8647	10828
2220	8651	10824
2221	8655	10821
2222	8659	10817
2223	8663	10813
2224	8667	10810
2225	8671	10806
2226	8675	10802
2227	8679	10798
2228	8683	10794
2229	8687	10791
2230	8691	10787
2231	8694	10782
2232	8698	10779
2233	8703	10775
2234	8706	10771
2235	8710	10767
2236	8714	10763
2237	8718	10759
2238	8722	10755
2239	8727	10753
2240	8732	10750
2241	8736	10747
2242	8741	10744
2243	8746	10742
2244	8752	10740
2245	8756	10737
2246	8762	10735
2247	8767	10733
2248	8772	10730
2249	8777	10727
2250	8782	10724
2251	8787	10723
2252	8792	10720
2253	8798	10718
2254	8803	10716
2255	8809	10714
2256	8814	10712
2257	8818	10708
2258	8822	10705
2259	8826	10701
2260	8831	10699
2261	8835	10695
2262	8840	10691
2263	8844	10688
2264	8849	10685
2265	8853	10682
2266	8858	10679
2267	8863	10676
2268	8867	10673
2269	8872	10670
2270	8887	10679
2271	8899	10685
2272	8904	10683
2273	8909	10680
2274	8913	10676
2275	8918	10673
2276	8924	10672
2277	8928	10669
2278	8932	10664
2279	8936	10660
2280	8939	10656
2281	8943	10651
2282	8947	10648
2283	8951	10644
2284	8955	10641
2285	8960	10638
2286	8964	10634
2287	8968	10630
2288	8972	10626
2289	8976	10623
2290	8980	10619
2291	8984	10615
2292	8989	10612
2293	8993	10608
2294	8997	10604
2295	9001	10600
2296	9004	10595
2297	9008	10591
2298	9012	10588
2299	9016	10584
2300	9020	10581
2301	9024	10577
2302	9028	10573
2303	9032	10569
2304	9037	10566
2305	9041	10562
2306	9045	10558
2307	9049	10554
2308	9053	10551
2309	9057	10547
2310	9061	10543
2311	9065	10539
2312	9069	10535
2313	9073	10531
2314	9076	10527
2315	9080	10523
2316	9084	10519
2317	9087	10515
2318	9091	10510
2319	9095	10506
2320	9099	10502
2321	9103	10498
2322	9106	10494
2323	9110	10490
2324	9114	10486
2325	9117	10481
2326	9121	10477
2327	9126	10474
2328	9130	10471
2329	9134	10467
2330	9138	10463
2331	9142	10459
2332	9146	10455
2333	9150	10452
2334	9154	10448
2335	9158	10444
2336	9162	10440
2337	9166	10436
2338	9170	10432
2339	9173	10428
2340	9177	10424
2341	9181	10420
2342	9185	10416
2343	9188	10412
2344	9192	10408
2345	9196	10403
2346	9200	10399
2347	9203	10395
2348	9207	10391
2349	9211	10387
2350	9215	10383
2351	9219	10380
2352	9223	10376
2353	9227	10372
2354	9231	10368
2355	9235	10364
2356	9238	10360
2357	9242	10355
2358	9246	10352
2359	9250	10348
2360	9255	10345
2361	9259	10341
2362	9263	10337
2363	9266	10333
2364	9270	10329
2365	9274	10325
2366	9278	10321
2367	9282	10316
2368	9285	10312
2369	9289	10308
2370	9293	10304
2371	9297	10300
2372	9301	10296
2373	9305	10292
2374	9308	10288
2375	9312	10284
2376	9316	10280
2377	9319	10276
2378	9323	10272
2379	9327	10267
2380	9331	10263
2381	9335	10259
2382	9338	10255
2383	9343	10252
2384	9347	10248
2385	9351	10244
2386	9354	10240
2387	9358	10236
2388	9362	10232
2389	9366	10228
2390	9369	10224
2391	9373	10219
2392	9377	10216
2393	9381	10212
2394	9385	10208
2395	9388	10203
2396	9392	10199
2397	9396	10195
2398	9400	10191
2399	9404	10187
2400	9407	10183
2401	9411	10179
2402	9415	10175
2403	9418	10171
2404	9422	10167
2405	9426	10163
2406	9430	10159
2407	9434	10154
2408	9438	10151
2409	9442	10147
2410	9445	10143
2411	9449	10139
2412	9453	10135
2413	9457	10131
2414	9461	10127
2415	9464	10123
2416	9467	10118
2417	9471	10114
2418	9476	10111
2419	9480	10106
2420	9483	10102
2421	9487	10098
2422	9492	10095
2423	9495	10091
2424	9499	10087
2425	9503	10083
2426	9507	10079
2427	9511	10075
2428	9514	10070
2429	9519	10067
2430	9523	10063
2431	9527	10059
2432	9531	10055
2433	9535	10052
2434	9539	10048
2435	9543	10044
2436	9546	10040
2437	9553	10039
2438	9558	10036
2439	9564	10034
2440	9569	10031
2441	9576	10031
2442	9580	10027
2443	9586	10025
2444	9591	10023
2445	9595	10019
2446	9600	10016
2447	9605	10013
2448	9609	10009
2449	9613	10005
2450	9616	10001
2451	9620	9997
2452	9625	9994
2453	9629	9990
2454	9633	9986
2455	9637	9983
2456	9642	9979
2457	9646	9976
2458	9650	9972
2459	9655	9969
2460	9659	9965
2461	9664	9962
2462	9669	9959
2463	9673	9956
2464	9678	9953
2465	9683	9951
2466	9689	9948
2467	9693	9945
2468	9698	9941
2469	9702	9938
2470	9707	9934
2471	9712	9932
2472	9716	9928
2473	9721	9925
2474	9725	9921
2475	9729	9918
2476	9735	9915
2477	9739	9912
2478	9744	9909
2479	9749	9906
2480	9754	9904
2481	9759	9900
2482	9764	9897
2483	9768	9894
2484	9773	9891
2485	9777	9887
2486	9780	9883
2487	9787	9881
2488	9791	9877
2489	9795	9874
2490	9799	9870
2491	9804	9867
2492	9808	9863
2493	9812	9859
2494	9817	9856
2495	9822	9853
2496	9826	9849
2497	9830	9846
2498	9835	9843
2499	9839	9839
2500	9844	9836
2501	9849	9833
2502	9854	9830
2503	9858	9827
2504	9863	9824
2505	9868	9821
2506	9872	9817
2507	9878	9815
2508	9883	9812
2509	9887	9808
2510	9892	9805
2511	9896	9801
2512	9900	9798
2513	9905	9794
2514	9909	9791
2515	9914	9788
2516	9918	9784
2517	9922	9780
2518	9927	9778
2519	9932	9775
2520	9936	9771
2521	9941	9767
2522	9946	9765
2523	9950	9761
2524	9955	9758
2525	9958	9753
2526	9964	9751
2527	9968	9747
2528	9973	9744
2529	9978	9741
2530	9982	9737
2531	9987	9734
2532	9992	9731
2533	9996	9728
2534	10001	9725
2535	10005	9721
2536	10011	9719
2537	10015	9715
2538	10019	9711
2539	10024	9708
2540	10028	9705
2541	10032	9700
2542	10037	9697
2543	10041	9694
2544	10046	9690
2545	10050	9687
2546	10054	9683
2547	10059	9680
2548	10063	9676
2549	10068	9673
2550	10073	9670
2551	10077	9666
2552	10082	9663
2553	10087	9660
2554	10091	9657
2555	10096	9654
2556	10100	9649
2557	10103	9645
2558	10107	9641
2559	10111	9637
2560	10115	9633
2561	10119	9629
2562	10123	9625
2563	10127	9622
2564	10132	9618
2565	10136	9614
2566	10140	9611
2567	10144	9607
2568	10148	9603
2569	10152	9599
2570	10156	9595
2571	10160	9591
2572	10164	9587
2573	10169	9584
2574	10172	9580
2575	10176	9576
2576	10180	9572
2577	10184	9568
2578	10188	9564
2579	10192	9560
2580	10196	9556
2581	10200	9552
2582	10204	9548
2583	10208	9544
2584	10212	9541
2585	10217	9537
2586	10221	9533
2587	10225	9529
2588	10229	9526
2589	10233	9522
2590	10237	9518
2591	10241	9514
2592	10244	9509
2593	10248	9505
2594	10252	9502
2595	10256	9498
2596	10260	9494
2597	10265	9490
2598	10269	9486
2599	10273	9482
2600	10277	9479
2601	10281	9475
2602	10285	9471
2603	10290	9468
2604	10293	9464
2605	10298	9460
2606	10302	9456
2607	10306	9452
2608	10309	9447
2609	10313	9443
2610	10316	9439
2611	10320	9435
2612	10324	9431
2613	10327	9426
2614	10331	9422
2615	10334	9418
2616	10338	9414
2617	10342	9410
2618	10347	9406
2619	10351	9402
2620	10354	9398
2621	10358	9394
2622	10362	9390
2623	10365	9386
2624	10370	9382
2625	10374	9378
2626	10378	9374
2627	10382	9370
2628	10386	9366
2629	10390	9363
2630	10394	9359
2631	10398	9355
2632	10402	9351
2633	10406	9347
2634	10411	9344
2635	10414	9340
2636	10418	9336
2637	10422	9332
2638	10426	9328
2639	10430	9324
2640	10434	9320
2641	10438	9316
2642	10442	9312
2643	10446	9308
2644	10450	9304
2645	10454	9301
2646	10459	9297
2647	10463	9293
2648	10467	9289
2649	10471	9285
2650	10476	9282
2651	10480	9278
2652	10484	9275
2653	10489	9272
2654	10494	9268
2655	10498	9265
2656	10503	9261
2657	10508	9259
2658	10512	9255
2659	10517	9252
2660	10522	9249
2661	10527	9246
2662	10532	9243
2663	10537	9240
2664	10542	9236
2665	10545	9232
2666	10549	9228
2667	10553	9224
2668	10557	9220
2669	10561	9216
2670	10565	9212
2671	10568	9207
2672	10572	9203
2673	10575	9199
2674	10579	9195
2675	10583	9191
2676	10587	9187
2677	10590	9182
2678	10594	9178
2679	10598	9174
2680	10602	9170
2681	10606	9166
2682	10610	9162
2683	10614	9158
2684	10617	9154
2685	10621	9150
2686	10625	9146
2687	10629	9142
2688	10633	9138
2689	10637	9134
2690	10640	9130
2691	10644	9126
2692	10648	9122
2693	10652	9118
2694	10656	9114
2695	10660	9110
2696	10663	9105
2697	10667	9102
2698	10671	9097
2699	10675	9093
2700	10678	9089
2701	10682	9085
2702	10686	9081
2703	10690	9077
2704	10694	9073
2705	10698	9069
2706	10702	9066
2707	10706	9061
2708	10710	9057
2709	10714	9053
2710	10718	9049
2711	10721	9045
2712	10725	9041
2713	10728	9036
2714	10733	9033
2715	10737	9029
2716	10741	9025
2717	10745	9021
2718	10749	9017
2719	10752	9013
2720	10756	9009
2721	10760	9005
2722	10764	9001
2723	10768	8997
2724	10772	8993
2725	10776	8989
2726	10780	8985
2727	10784	8981
2728	10787	8977
2729	10791	8973
2730	10795	8969
2731	10799	8965
2732	10803	8961
2733	10806	8956
2734	10810	8952
2735	10813	8948
2736	10817	8944
2737	10821	8940
2738	10825	8935
2739	10829	8932
2740	10832	8928
2741	10836	8923
2742	10839	8919
2743	10843	8915
2744	10847	8911
2745	10850	8906
2746	10854	8902
2747	10858	8898
2748	10862	8894
2749	10865	8890
2750	10869	8885
2751	10872	8881
2752	10876	8877
2753	10880	8873
2754	10883	8868
2755	10887	8864
2756	10891	8860
2757	10895	8856
2758	10899	8852
2759	10903	8848
2760	10907	8845
2761	10911	8841
2762	10914	8836
2763	10918	8832
2764	10921	8828
2765	10925	8824
2766	10929	8820
2767	10932	8815
2768	10936	8811
2769	10940	8807
2770	10944	8803
2771	10947	8799
2772	10951	8795
2773	10955	8791
2774	10958	8786
2775	10962	8782
2776	10966	8778
2777	10969	8774
2778	10973	8770
2779	10977	8765
2780	10980	8761
2781	10984	8757
2782	10988	8753
2783	10992	8749
2784	10996	8745
2785	11000	8741
2786	11003	8737
2787	11007	8733
2788	11011	8729
2789	11014	8725
2790	11018	8720
2791	11022	8717
2792	11026	8712
2793	11030	8709
2794	11034	8704
2795	11038	8701
2796	11041	8696
2797	11045	8692
2798	11049	8688
2799	11053	8685
2800	11057	8681
2801	11060	8676
2802	11064	8672
2803	11068	8668
2804	11071	8664
2805	11075	8659
2806	11078	8655
2807	11082	8651
2808	11086	8647
2809	11090	8643
2810	11093	8639
2811	11097	8635
2812	11101	8631
2813	11105	8627
2814	11109	8623
2815	11112	8618
2816	11116	8614
2817	11120	8610
2818	11124	8606
2819	11128	8602
2820	11131	8598
2821	11135	8594
2822	11139	8590
2823	11142	8585
2824	11146	8581
2825	11150	8577
2826	11153	8573
2827	11157	8569
2828	11161	8565
2829	11165	8561
2830	11169	8557
2831	11172	8553
2832	11176	8549
2833	11180	8545
2834	11184	8541
2835	11188	8537
2836	11191	8532
2837	11195	8528
2838	11198	8524
2839	11202	8520
2840	11206	8516
2841	11209	8512
2842	11213	8507
2843	11217	8504
2844	11221	8499
2845	11224	8495
2846	11228	8491
2847	11232	8487
2848	11236	8483
2849	11239	8479
2850	11243	8474
2851	11247	8470
2852	11251	8467
2853	11254	8462
2854	11258	8459
2855	11262	8454
2856	11266	8450
2857	11270	8446
2858	11274	8442
2859	11277	8438
2860	11281	8434
2861	11285	8430
2862	11288	8426
2863	11292	8422
2864	11296	8418
2865	11300	8414
2866	11304	8410
2867	11309	8407
2868	11312	8402
2869	11316	8398
2870	11320	8394
2871	11325	8391
2872	11330	8388
2873	11334	8384
2874	11337	8380
2875	11342	8376
2876	11346	8372
2877	11350	8368
2878	11354	8365
2879	11359	8361
2880	11364	8358
2881	11368	8354
2882	11371	8350
2883	11375	8346
2884	11379	8342
2885	11383	8338
2886	11387	8334
2887	11392	8331
2888	11396	8327
2889	11399	8322
2890	11403	8318
2891	11408	8315
2892	11412	8311
2893	11415	8307
2894	11419	8303
2895	11423	8299
2896	11427	8295
2897	11431	8291
2898	11434	8287
2899	11438	8283
2900	11442	8279
2901	11446	8275
2902	11450	8271
2903	11454	8267
2904	11458	8263
2905	11461	8258
2906	11464	8254
2907	11468	8250
2908	11472	8246
2909	11475	8242
2910	11479	8237
2911	11483	8233
2912	11486	8229
2913	11490	8225
2914	11493	8220
2915	11497	8216
2916	11500	8212
2917	11504	8208
2918	11508	8204
2919	11511	8199
2920	11515	8195
2921	11518	8191
2922	11522	8187
2923	11526	8183
2924	11530	8179
2925	11534	8176
2926	11539	8172
2927	11543	8168
2928	11548	8165
2929	11554	8162
2930	11558	8158
2931	11562	8154
2932	11565	8150
2933	11571	8147
2934	11575	8144
2935	11580	8141
2936	11585	8138
2937	11590	8134
2938	11594	8131
2939	11600	8128
2940	11604	8124
2941	11608	8120
2942	11613	8117
2943	11619	8114
2944	11623	8110
2945	11628	8107
2946	11632	8103
2947	11637	8100
2948	11642	8096
2949	11647	8093
2950	11652	8090
2951	11656	8086
2952	11660	8083
2953	11665	8079
2954	11670	8076
2955	11674	8072
2956	11678	8069
2957	11683	8065
2958	11687	8061
2959	11692	8058
2960	11697	8055
2961	11701	8051
2962	11705	8047
2963	11711	8044
2964	11715	8040
2965	11719	8037
2966	11724	8033
2967	11729	8030
2968	11733	8026
2969	11738	8023
2970	11742	8019
2971	11747	8016
2972	11751	8012
2973	11755	8008
2974	11759	8004
2975	11764	8001
2976	11769	7997
2977	11774	7994
2978	11779	7991
2979	11783	7987
2980	11788	7984
2981	11792	7980
2982	11797	7976
2983	11801	7972
2984	11805	7969
2985	11811	7966
2986	11816	7963
2987	11820	7959
2988	11826	7957
2989	11831	7953
2990	11835	7949
2991	11839	7945
2992	11844	7942
2993	11849	7939
2994	11854	7935
2995	11859	7932
2996	11863	7928
2997	11868	7925
2998	11873	7922
2999	11877	7918
3000	11883	7915
3001	11888	7912
3002	11892	7908
3003	11896	7904
3004	11900	7900
3005	11905	7897
3006	11910	7893
3007	11916	7891
3008	11923	7889
3009	11935	7891
3010	11946	7891
3011	11952	7888
3012	11958	7886
3013	11964	7883
3014	11969	7880
3015	11974	7877
3016	11979	7873
3017	11983	7869
3018	11987	7865
3019	11991	7862
3020	11995	7858
3021	11999	7853
3022	12003	7850
3023	12008	7846
3024	12013	7843
3025	12018	7840
3026	12022	7836
3027	12026	7832
3028	12031	7828
3029	12036	7825
3030	12040	7822
3031	12045	7818
3032	12049	7814
3033	12054	7811
3034	12059	7807
3035	12062	7803
3036	12066	7799
3037	12070	7795
3038	12074	7791
3039	12078	7787
3040	12081	7782
3041	12086	7779
3042	12090	7775
3043	12094	7771
3044	12098	7767
3045	12102	7763
3046	12106	7759
3047	12109	7755
3048	12113	7751
3049	12117	7747
3050	12121	7743
3051	12125	7739
3052	12129	7735
3053	12133	7731
3054	12136	7726
3055	12140	7722
3056	12143	7718
3057	12147	7714
3058	12151	7710
3059	12154	7705
3060	12158	7701
3061	12162	7697
3062	12166	7693
3063	12169	7689
3064	12173	7685
3065	12177	7681
3066	12181	7677
3067	12185	7673
3068	12188	7669
3069	12192	7664
3070	12196	7660
3071	12199	7656
3072	12203	7652
3073	12206	7648
3074	12210	7643
3075	12214	7639
3076	12217	7635
3077	12221	7631
3078	12225	7627
3079	12229	7623
3080	12232	7619
3081	12236	7615
3082	12240	7611
3083	12244	7607
3084	12248	7603
3085	12251	7598
3086	12255	7594
3087	12259	7590
3088	12263	7586
3089	12266	7582
3090	12270	7578
3091	12274	7574
3092	12278	7570
3093	12282	7566
3094	12285	7561
3095	12289	7557
3096	12292	7553
3097	12296	7549
3098	12300	7545
3099	12304	7541
3100	12308	7537
3101	12312	7533
3102	12315	7529
3103	12319	7525
3104	12323	7521
3105	12327	7517
3106	12331	7512
3107	12334	7508
3108	12338	7504
3109	12342	7500
3110	12345	7496
3111	12349	7492
3112	12353	7488
3113	12356	7483
3114	12360	7479
3115	12364	7475
3116	12367	7471
3117	12371	7467
3118	12375	7463
3119	12379	7459
3120	12382	7455
3121	12386	7451
3122	12390	7446
3123	12394	7442
3124	12397	7438
3125	12401	7434
3126	12404	7429
3127	12408	7425
3128	12411	7421
3129	12415	7417
3130	12418	7413
3131	12422	7409
3132	12426	7404
3133	12430	7400
3134	12433	7396
3135	12437	7392
3136	12440	7388
3137	12444	7384
3138	12448	7379
3139	12451	7375
3140	12455	7371
3141	12458	7367
3142	12462	7363
3143	12466	7359
3144	12469	7355
3145	12474	7351
3146	12477	7347
3147	12481	7343
3148	12485	7338
3149	12489	7334
3150	12493	7330
3151	12496	7326
3152	12500	7322
3153	12504	7318
3154	12508	7314
3155	12511	7310
3156	12515	7306
3157	12519	7302
3158	12524	7298
3159	12528	7294
3160	12531	7290
3161	12535	7286
3162	12540	7282
3163	12543	7278
3164	12547	7274
3165	12551	7271
3166	12555	7267
3167	12560	7263
3168	12563	7259
3169	12568	7255
3170	12572	7251
3171	12576	7247
3172	12580	7243
3173	12585	7240
3174	12589	7236
3175	12593	7232
3176	12596	7228
3177	12600	7224
3178	12604	7220
3179	12607	7215
3180	12611	7211
3181	12614	7207
3182	12618	7203
3183	12622	7199
3184	12625	7194
3185	12629	7191
3186	12633	7186
3187	12637	7183
3188	12641	7178
3189	12644	7174
3190	12648	7170
3191	12652	7166
3192	12656	7162
3193	12659	7158
3194	12663	7154
3195	12667	7150
3196	12670	7145
3197	12674	7141
3198	12678	7138
3199	12682	7134
3200	12686	7129
3201	12690	7125
3202	12693	7121
3203	12697	7117
3204	12701	7113
3205	12704	7109
3206	12708	7104
3207	12712	7100
3208	12715	7096
3209	12719	7092
3210	12723	7088
3211	12727	7084
3212	12731	7081
3213	12736	7077
3214	12739	7073
3215	12743	7069
3216	12747	7065
3217	12752	7061
3218	12756	7057
3219	12760	7053
3220	12764	7049
3221	12767	7045
3222	12771	7041
3223	12775	7037
3224	12779	7033
3225	12783	7029
3226	12787	7025
3227	12790	7021
3228	12795	7017
3229	12798	7013
3230	12802	7009
3231	12806	7005
3232	12810	7001
3233	12814	6997
3234	12817	6993
3235	12821	6989
3236	12825	6985
3237	12830	6981
3238	12834	6977
3239	12837	6973
3240	12841	6969
3241	12845	6965
3242	12848	6961
3243	12852	6957
3244	12856	6953
